Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
G44 3TH,Yes,55.802784,-4.275614,257461,658955,NS574589,"Clarkston, Netherlee and Williamwood","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008389,"Netherlee - 01"
G44 3TJ,Yes,55.802684,-4.276613,257398,658946,NS573589,"Clarkston, Netherlee and Williamwood","",1980-01-01,,43,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008394,"Netherlee - 06"
G44 3TL,Yes,55.803222,-4.276709,257394,659006,NS573590,"Clarkston, Netherlee and Williamwood","",1980-01-01,,42,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008394,"Netherlee - 06"
G44 3TN,Yes,55.805109,-4.276244,257430,659215,NS574592,"Clarkston, Netherlee and Williamwood","",1980-01-01,,42,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008394,"Netherlee - 06"
G44 3TP,Yes,55.802213,-4.277336,257351,658895,NS573588,"Clarkston, Netherlee and Williamwood","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008389,"Netherlee - 01"
G44 3TQ,Yes,55.802871,-4.276225,257423,658966,NS574589,"Clarkston, Netherlee and Williamwood","",1980-01-01,,43,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008394,"Netherlee - 06"
G44 3TR,Yes,55.801385,-4.276426,257405,658801,NS574588,"Clarkston, Netherlee and Williamwood","",1980-01-01,,52,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008389,"Netherlee - 01"
G44 3TW,Yes,55.802256,-4.277913,257315,658901,NS573589,"Clarkston, Netherlee and Williamwood","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008394,"Netherlee - 06"
G44 3UA,Yes,55.801088,-4.268191,257920,658751,NS579587,"Clarkston, Netherlee and Williamwood","",1980-01-01,,51,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008391,"Netherlee - 03"
G44 3UB,Yes,55.800723,-4.268489,257900,658711,NS579587,"Clarkston, Netherlee and Williamwood","",1980-01-01,,53,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008391,"Netherlee - 03"
G44 3UD,Yes,55.800543,-4.271398,257717,658697,NS577586,"Clarkston, Netherlee and Williamwood","",1980-01-01,,54,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008391,"Netherlee - 03"
G44 3UE,Yes,55.799751,-4.271448,257711,658609,NS577586,"Clarkston, Netherlee and Williamwood","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008391,"Netherlee - 03"
G44 3UF,Yes,55.800188,-4.268745,257882,658652,NS578586,"Clarkston, Netherlee and Williamwood","",1980-01-01,,54,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008391,"Netherlee - 03"
G44 3UG,Yes,55.799758,-4.266678,258010,658600,NS580585,"Clarkston, Netherlee and Williamwood","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008391,"Netherlee - 03"
G44 3UH,Yes,55.799459,-4.268304,257907,658570,NS579585,"Clarkston, Netherlee and Williamwood","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008391,"Netherlee - 03"
G44 3UJ,Yes,55.798974,-4.264367,258152,658508,NS581585,"Clarkston, Netherlee and Williamwood","",1980-01-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008391,"Netherlee - 03"
G44 3UL,Yes,55.799038,-4.266269,258033,658519,NS580585,"Clarkston, Netherlee and Williamwood","",1980-01-01,,65,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008390,"Netherlee - 02"
G44 3UN,Yes,55.799094,-4.270564,257764,658534,NS577585,"Clarkston, Netherlee and Williamwood","",1982-08-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008390,"Netherlee - 02"
G44 3UP,Yes,55.79915,-4.271908,257680,658543,NS576585,"Clarkston, Netherlee and Williamwood","",1980-01-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008390,"Netherlee - 02"
