Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
PA11 3QX,Yes,55.865711,-4.618862,236216,666716,NS362667,"Inverclyde East","",1987-04-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3QY,Yes,55.864712,-4.61766,236287,666602,NS362666,"Inverclyde East","",1987-04-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3QZ,Yes,55.865214,-4.616846,236340,666656,NS363666,"Inverclyde East","",1987-04-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3RX,Yes,55.863915,-4.605219,237062,666484,NS370664,"Inverclyde East","",1980-01-01,,55,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3RY,No,55.863914,-4.612748,236591,666502,NS365665,"Inverclyde East","",1980-01-01,2000-06-01,71,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3RZ,Yes,55.864794,-4.61295,236582,666600,NS365666,"Inverclyde East","",1980-01-01,,70,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SA,Yes,55.866345,-4.616764,236350,666782,NS363667,"Inverclyde East","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SB,No,55.869553,-4.621456,236070,667150,NS360671,"Inverclyde East","",1994-02-01,1995-12-01,58,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SD,Yes,55.868263,-4.621831,236041,667007,NS360670,"Inverclyde East","",1980-01-01,,68,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SE,No,55.867777,-4.616221,236390,666940,NS363669,"Inverclyde East","",1980-01-01,1995-12-01,60,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SF,Yes,55.869655,-4.632412,235385,667187,NS353671,"Inverclyde East","",1980-01-01,,69,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SH,Yes,55.853485,-4.634098,235211,665392,NS352653,"Inverclyde East","",1980-01-01,,158,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SJ,Yes,55.859937,-4.63837,234971,666120,NS349661,"Inverclyde East","",1980-01-01,,88,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SL,Yes,55.864457,-4.661358,233552,666678,NS335666,"Inverclyde East","",1980-01-01,,125,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SN,Yes,55.870787,-4.621058,236100,667286,NS361672,"Inverclyde East","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010821,"Kilmacolm, Quarriers, Greenock Upper East/Central - 03"
PA11 3SQ,Yes,55.869462,-4.621257,236082,667139,NS360671,"Inverclyde East","",1987-04-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SW,Yes,55.86876,-4.620026,236156,667058,NS361670,"Inverclyde East","",1987-04-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SX,Yes,55.866648,-4.616208,236386,666814,NS363668,"Inverclyde East","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SY,No,55.864583,-4.611706,236659,666574,NS366665,"Inverclyde East","",2001-01-01,2001-02-01,70,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3SZ,No,55.867777,-4.616221,236390,666940,NS363669,"Inverclyde East","",1992-07-01,1994-12-01,60,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TD,Yes,55.868497,-4.618026,236280,667024,NS362670,"Inverclyde East","",2010-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TE,Yes,55.867002,-4.62026,236134,666863,NS361668,"Inverclyde East","",2012-11-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TF,Yes,55.867365,-4.615057,236461,666891,NS364668,"Inverclyde East","",2012-11-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TG,Yes,55.865596,-4.617895,236276,666701,NS362667,"Inverclyde East","",2012-11-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TH,Yes,55.866695,-4.613126,236579,666812,NS365668,"Inverclyde East","",2012-11-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TJ,No,55.86457,-4.616165,236380,666583,NS363665,"Inverclyde East","",2012-11-01,2013-01-01,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TL,Yes,55.867886,-4.619264,236200,666959,NS362669,"Inverclyde East","",2012-11-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TN,Yes,55.86828,-4.616797,236356,666997,NS363669,"Inverclyde East","",2012-11-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TP,No,55.868248,-4.624932,235847,667013,NS358670,"Inverclyde East","",2012-11-01,2015-11-01,70,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TQ,Yes,55.864507,-4.616719,236345,666577,NS363665,"Inverclyde East","",2012-11-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA11 3TR,Yes,55.867342,-4.617789,236290,666895,NS362668,"Inverclyde East","",2012-11-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04"
PA13 4AA,Yes,55.894428,-4.626891,235835,669930,NS358699,"Inverclyde East","",1980-01-01,,98,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AB,Yes,55.894409,-4.626922,235833,669928,NS358699,"Inverclyde East","",1987-07-01,,99,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AD,Yes,55.89424,-4.626399,235865,669908,NS358699,"Inverclyde East","",1980-01-01,,100,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AE,Yes,55.894043,-4.626817,235838,669887,NS358698,"Inverclyde East","",1980-01-01,,99,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AF,Yes,55.893901,-4.626728,235843,669871,NS358698,"Inverclyde East","",1980-01-01,,100,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AG,Yes,55.894263,-4.626176,235879,669910,NS358699,"Inverclyde East","",2002-05-01,,100,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AH,Yes,55.893578,-4.625858,235896,669833,NS358698,"Inverclyde East","",1980-01-01,,103,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4AJ,Yes,55.893949,-4.625739,235905,669874,NS359698,"Inverclyde East","",1980-01-01,,102,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AL,Yes,55.894256,-4.625648,235912,669908,NS359699,"Inverclyde East","",1980-01-01,,102,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AN,Yes,55.894411,-4.625979,235892,669926,NS358699,"Inverclyde East","",1980-01-01,,101,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AP,Yes,55.893109,-4.625938,235889,669781,NS358697,"Inverclyde East","",1980-01-01,,104,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4AQ,Yes,55.893738,-4.626349,235866,669852,NS358698,"Inverclyde East","",1980-01-01,,101,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4AR,No,55.894411,-4.631771,235530,669940,NS355699,"Inverclyde East","",1996-12-01,1997-12-01,88,Scotland,2021-11-12,"Postcode sector mean (mainly PO Boxes)",S01010817,"Kilmacolm Central - 02"
PA13 4AS,Yes,55.892207,-4.626933,235823,669683,NS358696,"Inverclyde East","",1980-01-01,,103,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4AT,Yes,55.892206,-4.626949,235822,669683,NS358696,"Inverclyde East","",1980-01-01,,103,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4AU,Yes,55.892926,-4.635331,235301,669783,NS353697,"Inverclyde East","",1980-01-01,,100,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4AW,Yes,55.894134,-4.627591,235790,669899,NS357698,"Inverclyde East","",2018-08-01,,96,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4AX,Yes,55.891026,-4.627061,235810,669552,NS358695,"Inverclyde East","",1980-01-01,,100,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4AY,Yes,55.89008,-4.62591,235878,669444,NS358694,"Inverclyde East","",1980-01-01,,99,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4AZ,Yes,55.887907,-4.624148,235979,669198,NS359691,"Inverclyde East","",1980-01-01,,92,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010821,"Kilmacolm, Quarriers, Greenock Upper East/Central - 03"
PA13 4BA,Yes,55.886835,-4.62214,236100,669074,NS361690,"Inverclyde East","",1980-01-01,,89,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010821,"Kilmacolm, Quarriers, Greenock Upper East/Central - 03"
PA13 4BB,Yes,55.889716,-4.626989,235809,669406,NS358694,"Inverclyde East","",1980-01-01,,94,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4BD,Yes,55.892387,-4.628593,235720,669707,NS357697,"Inverclyde East","",1980-01-01,,98,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4BP,Yes,55.895372,-4.626459,235866,670034,NS358700,"Inverclyde East","",1980-01-01,,105,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4BS,No,55.89442,-4.631755,235531,669941,NS355699,"Inverclyde East","",1992-07-01,1998-06-01,88,Scotland,2021-11-12,"Postcode sector mean (mainly PO Boxes)",S01010817,"Kilmacolm Central - 02"
PA13 4BT,Yes,55.895873,-4.626973,235836,670091,NS358700,"Inverclyde East","",1980-01-01,,104,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4BU,Yes,55.895982,-4.627316,235815,670104,NS358701,"Inverclyde East","",1980-01-01,,103,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4BX,Yes,55.896036,-4.626072,235893,670107,NS358701,"Inverclyde East","",1980-01-01,,108,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4BY,Yes,55.896076,-4.625467,235931,670110,NS359701,"Inverclyde East","",1980-01-01,,111,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4BZ,Yes,55.895076,-4.625592,235919,669999,NS359699,"Inverclyde East","",1980-01-01,,107,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DA,Yes,55.895835,-4.625403,235934,670083,NS359700,"Inverclyde East","",1980-01-01,,110,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DB,Yes,55.895475,-4.62581,235907,670044,NS359700,"Inverclyde East","",1980-01-01,,107,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DD,Yes,55.894485,-4.624224,236002,669930,NS360699,"Inverclyde East","",1980-01-01,,109,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DE,Yes,55.895437,-4.62464,235980,670037,NS359700,"Inverclyde East","",1980-01-01,,111,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DF,Yes,55.895913,-4.623409,236059,670087,NS360700,"Inverclyde East","",1980-01-01,,125,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DG,No,55.894181,-4.625677,235910,669900,NS359698,"Inverclyde East","",1986-10-01,1992-07-01,102,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01010818,"Kilmacolm Central - 03"
PA13 4DH,Yes,55.893566,-4.621779,236151,669822,NS361698,"Inverclyde East","",1980-01-01,,119,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DJ,Yes,55.893694,-4.620843,236210,669834,NS362698,"Inverclyde East","",1980-01-01,,129,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010819,"Kilmacolm, Quarriers, Greenock Upper East/Central - 01"
PA13 4DL,Yes,55.893704,-4.624171,236002,669843,NS360698,"Inverclyde East","",1980-01-01,,107,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4DN,Yes,55.89518,-4.626032,235892,670012,NS358700,"Inverclyde East","",1980-01-01,,104,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DP,Yes,55.893852,-4.628996,235701,669871,NS357698,"Inverclyde East","",1990-02-01,,92,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4DQ,Yes,55.894378,-4.622489,236110,669914,NS361699,"Inverclyde East","",1980-01-01,,122,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DR,Yes,55.897113,-4.618547,236368,670209,NS363702,"Inverclyde East","",1991-07-01,,145,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DS,Yes,55.896746,-4.620154,236266,670172,NS362701,"Inverclyde East","",1990-09-01,,145,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DT,Yes,55.892767,-4.629738,235650,669752,NS356697,"Inverclyde East","",1980-01-01,,93,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4DU,Yes,55.892464,-4.630885,235577,669721,NS355697,"Inverclyde East","",1980-01-01,,93,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4DW,Yes,55.893376,-4.62898,235700,669818,NS357698,"Inverclyde East","",1989-07-01,,93,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4DX,Yes,55.895439,-4.622049,236142,670031,NS361700,"Inverclyde East","",1989-04-01,,134,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4DY,Yes,55.891844,-4.632971,235444,669657,NS354696,"Inverclyde East","",1980-01-01,,92,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4DZ,Yes,55.890368,-4.63599,235249,669500,NS352695,"Inverclyde East","",1980-01-01,,87,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010820,"Kilmacolm, Quarriers, Greenock Upper East/Central - 02"
PA13 4EA,Yes,55.890936,-4.636732,235205,669565,NS352695,"Inverclyde East","",1980-01-01,,88,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4EB,Yes,55.889241,-4.640359,234971,669385,NS349693,"Inverclyde East","",1980-01-01,,78,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010820,"Kilmacolm, Quarriers, Greenock Upper East/Central - 02"
PA13 4ED,Yes,55.889956,-4.63972,235014,669463,NS350694,"Inverclyde East","",1980-01-01,,80,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010820,"Kilmacolm, Quarriers, Greenock Upper East/Central - 02"
PA13 4EE,Yes,55.890648,-4.638456,235096,669537,NS350695,"Inverclyde East","",1980-01-01,,85,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010820,"Kilmacolm, Quarriers, Greenock Upper East/Central - 02"
PA13 4EF,Yes,55.890725,-4.637805,235137,669544,NS351695,"Inverclyde East","",1980-01-01,,86,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4EG,Yes,55.891289,-4.63567,235273,669602,NS352696,"Inverclyde East","",1980-01-01,,89,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4EH,Yes,55.891771,-4.634277,235362,669652,NS353696,"Inverclyde East","",1980-01-01,,91,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4EJ,Yes,55.892032,-4.633847,235390,669680,NS353696,"Inverclyde East","",1980-01-01,,92,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4EL,Yes,55.892849,-4.633039,235444,669769,NS354697,"Inverclyde East","",1980-01-01,,92,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4EN,Yes,55.894327,-4.627796,235778,669921,NS357699,"Inverclyde East","",1980-01-01,,97,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4EP,Yes,55.895481,-4.628914,235713,670052,NS357700,"Inverclyde East","",1980-01-01,,96,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4EQ,Yes,55.892121,-4.634701,235337,669692,NS353696,"Inverclyde East","",1980-01-01,,92,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4ER,Yes,55.895018,-4.627443,235803,669997,NS358699,"Inverclyde East","",1980-01-01,,99,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4ES,Yes,55.894625,-4.627337,235808,669953,NS358699,"Inverclyde East","",1980-01-01,,98,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4ET,Yes,55.894341,-4.627447,235800,669922,NS357699,"Inverclyde East","",1980-01-01,,97,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4EU,No,55.894139,-4.636071,235260,669920,NS352699,"Inverclyde East","",1993-05-01,1995-02-01,89,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01010817,"Kilmacolm Central - 02"
PA13 4EW,Yes,55.894734,-4.62856,235732,669968,NS357699,"Inverclyde East","",1980-01-01,,95,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4EX,Yes,55.894731,-4.627424,235803,669965,NS358699,"Inverclyde East","",2005-12-01,,98,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010818,"Kilmacolm Central - 03"
PA13 4HA,No,55.893467,-4.627564,235789,669825,NS357698,"Inverclyde East","",1980-01-01,2012-05-01,98,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4HB,Yes,55.893857,-4.627925,235768,669869,NS357698,"Inverclyde East","",1980-01-01,,96,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4HD,No,55.893681,-4.628042,235760,669850,NS357698,"Inverclyde East","",1973-08-01,1992-07-01,96,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01010816,"Kilmacolm Central - 01"
PA13 4HE,Yes,55.893526,-4.628302,235743,669833,NS357698,"Inverclyde East","",1980-01-01,,95,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010816,"Kilmacolm Central - 01"
PA13 4HF,No,55.89558,-4.627531,235800,670060,NS357700,"Inverclyde East","",1980-01-01,1999-06-01,101,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01010818,"Kilmacolm Central - 03"
PA13 4HG,No,55.893019,-4.629597,235660,669780,NS356697,"Inverclyde East","",1980-01-01,2000-06-01,93,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01010817,"Kilmacolm Central - 02"
PA13 4HH,Yes,55.894081,-4.632578,235478,669905,NS354699,"Inverclyde East","",1980-01-01,,89,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4HJ,Yes,55.893306,-4.630606,235598,669814,NS355698,"Inverclyde East","",1980-01-01,,90,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4HL,Yes,55.895604,-4.637033,235206,670085,NS352700,"Inverclyde East","",1985-07-01,,84,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4HN,Yes,55.895366,-4.635129,235324,670054,NS353700,"Inverclyde East","",1985-07-01,,84,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4HP,Yes,55.89557,-4.63903,235081,670086,NS350700,"Inverclyde East","",1985-07-01,,84,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
PA13 4HQ,Yes,55.893788,-4.632862,235459,669873,NS354698,"Inverclyde East","",1981-03-01,,90,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01010817,"Kilmacolm Central - 02"
