Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
G52 4HD,No,55.857318,-4.378834,251201,665240,NS512652,"Renfrew South and Gallowhill","",1990-12-01,1998-12-01,15,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4HE,Yes,55.862289,-4.361973,252275,665757,NS522657,"Renfrew South and Gallowhill","",1994-02-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4HG,Yes,55.860148,-4.370203,251752,665536,NS517655,"Renfrew South and Gallowhill","",1982-06-01,,9,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4HZ,Yes,55.85775,-4.364782,252082,665258,NS520652,"Renfrew South and Gallowhill","",1991-07-01,,11,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JA,No,55.859038,-4.368887,251830,665410,NS518654,"Renfrew South and Gallowhill","",1980-01-01,1995-12-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4JB,Yes,55.861571,-4.360987,252334,665675,NS523656,"Renfrew South and Gallowhill","",1985-12-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JD,Yes,55.862262,-4.380369,251124,665793,NS511657,"Renfrew South and Gallowhill","",1995-12-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JE,Yes,55.858214,-4.36684,251955,665314,NS519653,"Renfrew South and Gallowhill","",1994-10-01,,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JF,Yes,55.863285,-4.361764,252292,665867,NS522658,"Renfrew South and Gallowhill","",2012-10-01,,9,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JG,No,55.858587,-4.372873,251579,665368,NS515653,"Renfrew South and Gallowhill","",1980-01-01,2017-07-01,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JH,Yes,55.858587,-4.372873,251579,665368,NS515653,"Renfrew South and Gallowhill","",1996-12-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JJ,No,55.861162,-4.36964,251791,665648,NS517656,"Renfrew South and Gallowhill","",1980-01-01,2015-04-01,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JL,Yes,55.860425,-4.378227,251251,665584,NS512655,"Renfrew South and Gallowhill","",2016-01-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JN,Yes,55.860247,-4.367892,251897,665542,NS518655,"Renfrew South and Gallowhill","",1980-01-01,,11,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JP,No,55.858808,-4.366796,251960,665380,NS519653,"Renfrew South and Gallowhill","",1973-08-01,1977-03-01,12,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4JQ,Yes,55.858477,-4.364109,252127,665337,NS521653,"Renfrew South and Gallowhill","",2005-09-01,,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JR,Yes,55.862233,-4.373942,251526,665776,NS515657,"Renfrew South and Gallowhill","",2015-06-01,,9,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JU,Yes,55.859484,-4.366903,251956,665455,NS519654,"Renfrew South and Gallowhill","",2002-12-01,,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JW,Yes,55.861563,-4.377929,251274,665710,NS512657,"Renfrew South and Gallowhill","",1985-12-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JX,No,55.858512,-4.372387,251609,665359,NS516653,"Renfrew South and Gallowhill","",1994-02-01,2007-02-01,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4JY,No,55.863047,-4.37073,251730,665860,NS517658,"Renfrew South and Gallowhill","",1992-10-01,1994-12-01,10,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LA,Yes,55.860946,-4.371081,251700,665627,NS517656,"Renfrew South and Gallowhill","",1980-01-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4LB,Yes,55.857441,-4.371221,251678,665237,NS516652,"Renfrew South and Gallowhill","",1998-12-01,,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4LD,No,55.862405,-4.372784,251599,665793,NS515657,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,9,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LE,No,55.862405,-4.372784,251599,665793,NS515657,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,9,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LF,Yes,55.863638,-4.368496,251872,665921,NS518659,"Renfrew South and Gallowhill","",1980-01-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4LG,No,55.862405,-4.372784,251599,665793,NS515657,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,9,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LH,No,55.856636,-4.372257,251610,665150,NS516651,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,13,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LJ,No,55.862628,-4.369106,251830,665810,NS518658,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LL,No,55.862628,-4.369106,251830,665810,NS518658,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LN,No,55.862628,-4.369106,251830,665810,NS518658,"Renfrew South and Gallowhill","",1980-01-01,1996-12-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LP,Yes,55.862779,-4.366878,251970,665822,NS519658,"Renfrew South and Gallowhill","",1998-12-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4LQ,No,55.862628,-4.369106,251830,665810,NS518658,"Renfrew South and Gallowhill","",1980-01-01,1996-06-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LR,Yes,55.863385,-4.367602,251927,665891,NS519658,"Renfrew South and Gallowhill","",1980-01-01,,11,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4LS,No,55.859038,-4.368887,251830,665410,NS518654,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LT,Yes,55.862817,-4.369743,251791,665832,NS517658,"Renfrew South and Gallowhill","",1980-01-01,,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4LU,No,55.863751,-4.368695,251860,665934,NS518659,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,10,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LW,Yes,55.864205,-4.366581,251994,665980,NS519659,"Renfrew South and Gallowhill","",1996-06-01,,8,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4LX,No,55.859038,-4.368887,251830,665410,NS518654,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4LY,Yes,55.861465,-4.36699,251958,665676,NS519656,"Renfrew South and Gallowhill","",1994-10-01,,11,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4LZ,No,55.860847,-4.37058,251731,665615,NS517656,"Renfrew South and Gallowhill","",1980-01-01,2014-06-01,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4NB,No,55.862628,-4.369106,251830,665810,NS518658,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NE,No,55.86255,-4.372713,251604,665809,NS516658,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,9,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NF,No,55.857124,-4.365575,252030,665190,NS520651,"Renfrew South and Gallowhill","",1975-09-01,1992-07-01,14,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NG,No,55.861346,-4.361037,252330,665650,NS523656,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,10,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NH,No,55.858638,-4.366306,251990,665360,NS519653,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,12,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NJ,No,55.858638,-4.366306,251990,665360,NS519653,"Renfrew South and Gallowhill","",1973-08-01,1994-12-01,12,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NL,Yes,55.856217,-4.368827,251823,665096,NS518650,"Renfrew South and Gallowhill","",2005-02-01,,16,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4NN,Yes,55.862586,-4.372715,251604,665813,NS516658,"Renfrew South and Gallowhill","",1985-09-01,,9,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4NQ,Yes,55.85665,-4.3717,251645,665150,NS516651,"Renfrew South and Gallowhill","",1983-08-01,,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4NR,Yes,55.857499,-4.373652,251526,665249,NS515652,"Renfrew South and Gallowhill","",2006-10-01,,11,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4NS,No,55.862471,-4.372612,251610,665800,NS516658,"Renfrew South and Gallowhill","",1980-01-01,1996-12-01,9,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NT,No,55.859038,-4.368887,251830,665410,NS518654,"Renfrew South and Gallowhill","",1976-08-01,1992-07-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NW,No,55.859038,-4.368887,251830,665410,NS518654,"Renfrew South and Gallowhill","",1985-03-01,1995-02-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4NX,No,55.862371,-4.380102,251141,665805,NS511658,"Renfrew South and Gallowhill","",1986-06-01,2004-11-01,10,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4PA,No,55.855939,-4.366462,251970,665060,NS519650,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,16,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4PB,Yes,55.85808,-4.364451,252104,665294,NS521652,"Renfrew South and Gallowhill","",1997-06-01,,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4PE,No,55.855855,-4.3666,251961,665051,NS519650,"Renfrew South and Gallowhill","",1980-01-01,2011-05-01,16,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4PF,No,55.855759,-4.366451,251970,665040,NS519650,"Renfrew South and Gallowhill","",1973-08-01,1977-09-01,16,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4PG,No,55.855982,-4.36656,251964,665065,NS519650,"Renfrew South and Gallowhill","",2002-01-01,2002-03-01,16,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4PH,No,55.857124,-4.365575,252030,665190,NS520651,"Renfrew South and Gallowhill","",1983-03-01,1992-07-01,14,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4PN,No,55.857318,-4.378834,251201,665240,NS512652,"Renfrew South and Gallowhill","",1980-01-01,1998-12-01,15,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4PP,No,55.860918,-4.363185,252194,665607,NS521656,"Renfrew South and Gallowhill","",1980-01-01,2008-10-01,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4PQ,Yes,55.859511,-4.363898,252144,665452,NS521654,"Renfrew South and Gallowhill","",1980-01-01,,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4PT,No,55.857124,-4.365575,252030,665190,NS520651,"Renfrew South and Gallowhill","",1980-01-01,1995-12-01,14,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4PU,No,55.856672,-4.365707,252020,665140,NS520651,"Renfrew South and Gallowhill","",1973-08-01,1976-12-01,16,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4PW,No,55.858414,-4.365334,252050,665333,NS520653,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,11,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4PX,Yes,55.857237,-4.364065,252125,665199,NS521651,"Renfrew South and Gallowhill","",1980-10-01,,12,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4PZ,No,55.857409,-4.364793,252080,665220,NS520652,"Renfrew South and Gallowhill","",1992-07-01,1996-12-01,12,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QA,No,55.857412,-4.364634,252090,665220,NS520652,"Renfrew South and Gallowhill","",1973-08-01,1976-12-01,12,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QB,No,55.856779,-4.365298,252046,665151,NS520651,"Renfrew South and Gallowhill","",1980-01-01,2005-08-01,14,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01012182,"Renfrew North - 01"
G52 4QD,No,55.856779,-4.365298,252046,665151,NS520651,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,14,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QE,No,55.855939,-4.366462,251970,665060,NS519650,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,16,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QF,No,55.856779,-4.365298,252046,665151,NS520651,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,14,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QG,No,55.856779,-4.365298,252046,665151,NS520651,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,14,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QH,No,55.856779,-4.365298,252046,665151,NS520651,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,14,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QJ,No,55.857972,-4.363549,252160,665280,NS521652,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,13,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QL,No,55.861346,-4.361037,252330,665650,NS523656,"Renfrew South and Gallowhill","",1980-01-01,1995-02-01,10,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QN,No,55.856779,-4.365298,252046,665151,NS520651,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,14,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
G52 4QP,No,55.857972,-4.363549,252160,665280,NS521652,"Renfrew South and Gallowhill","",1973-08-01,1992-07-01,13,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01012182,"Renfrew North - 01"
